AgentID,2,Threshold,0.75
roundCount,playCount,amiability,aCount,cCount,dCount,totalPayoffs
1.0,1.0,0.12547142370169956,0.0,0.0,1.0,5.0
2.0,2.0,0.30037713896135965,0.0,0.0,2.0,10.0
3.0,2.0,0.44030171116908773,1.0,0.0,2.0,10.0
4.0,2.0,0.5522413689352702,2.0,0.0,2.0,10.0
5.0,2.0,0.6417930951482161,3.0,0.0,2.0,10.0
6.0,2.0,0.7134344761185729,4.0,0.0,2.0,10.0
7.0,3.0,0.7707475808948583,4.0,1.0,2.0,13.0
8.0,4.0,0.8165980647158866,4.0,2.0,2.0,16.0
9.0,5.0,0.8532784517727092,4.0,3.0,2.0,19.0
10.0,6.0,0.8826227614181674,4.0,4.0,2.0,22.0
11.0,7.0,0.906098209134534,4.0,5.0,2.0,25.0
12.0,8.0,0.9248785673076272,4.0,6.0,2.0,28.0
13.0,9.0,0.9399028538461017,4.0,7.0,2.0,31.0
14.0,10.0,0.9519222830768814,4.0,8.0,2.0,34.0
15.0,11.0,0.9615378264615051,4.0,9.0,2.0,37.0
16.0,12.0,0.9692302611692041,4.0,10.0,2.0,40.0
17.0,13.0,0.9753842089353633,4.0,11.0,2.0,43.0
18.0,14.0,0.9803073671482906,4.0,12.0,2.0,46.0
19.0,15.0,0.9842458937186325,4.0,13.0,2.0,49.0
20.0,16.0,0.987396714974906,4.0,14.0,2.0,52.0
21.0,17.0,0.9899173719799248,4.0,15.0,2.0,55.0
22.0,18.0,0.9919338975839398,4.0,16.0,2.0,58.0
23.0,19.0,0.9935471180671518,4.0,17.0,2.0,61.0
24.0,20.0,0.9948376944537214,4.0,18.0,2.0,64.0
25.0,21.0,0.9958701555629771,4.0,19.0,2.0,67.0
26.0,22.0,0.9966961244503817,4.0,20.0,2.0,70.0
27.0,23.0,0.9973568995603054,4.0,21.0,2.0,73.0
28.0,24.0,0.9978855196482443,4.0,22.0,2.0,76.0
29.0,25.0,0.9983084157185955,4.0,23.0,2.0,79.0
30.0,26.0,0.9986467325748765,4.0,24.0,2.0,82.0
31.0,27.0,0.9989173860599012,4.0,25.0,2.0,85.0
32.0,28.0,0.999133908847921,4.0,26.0,2.0,88.0
33.0,29.0,0.9993071270783368,4.0,27.0,2.0,91.0
34.0,30.0,0.9994457016626694,4.0,28.0,2.0,94.0
35.0,31.0,0.9995565613301356,4.0,29.0,2.0,97.0
36.0,32.0,0.9996452490641085,4.0,30.0,2.0,100.0
37.0,33.0,0.9997161992512867,4.0,31.0,2.0,103.0
38.0,34.0,0.9997729594010294,4.0,32.0,2.0,106.0
39.0,35.0,0.9998183675208235,4.0,33.0,2.0,109.0
40.0,36.0,0.9998546940166588,4.0,34.0,2.0,112.0
41.0,37.0,0.9998837552133271,4.0,35.0,2.0,115.0
42.0,38.0,0.9999070041706617,4.0,36.0,2.0,118.0
43.0,39.0,0.9999256033365294,4.0,37.0,2.0,121.0
44.0,40.0,0.9999404826692235,4.0,38.0,2.0,124.0
45.0,41.0,0.9999523861353788,4.0,39.0,2.0,127.0
46.0,42.0,0.999961908908303,4.0,40.0,2.0,130.0
47.0,43.0,0.9999695271266424,4.0,41.0,2.0,133.0
48.0,44.0,0.9999756217013139,4.0,42.0,2.0,136.0
49.0,45.0,0.9999804973610511,4.0,43.0,2.0,139.0
50.0,46.0,0.9999843978888409,4.0,44.0,2.0,142.0
51.0,47.0,0.9999875183110727,4.0,45.0,2.0,145.0
52.0,48.0,0.9999900146488582,4.0,46.0,2.0,148.0
53.0,49.0,0.9999920117190866,4.0,47.0,2.0,151.0
54.0,50.0,0.9999936093752693,4.0,48.0,2.0,154.0
